Date,Open,High,Low,Close,Adj Close,Volume
2023-01-04,0.9481499791145325,0.9482300281524658,0.9405999779701233,0.9481499791145325,0.9481499791145325,0
2023-01-05,0.9428300261497498,0.9509699940681458,0.940500020980835,0.9428300261497498,0.9428300261497498,0
2023-01-06,0.9503700137138367,0.953719973564148,0.9414200186729431,0.9503700137138367,0.9503700137138367,0
2023-01-09,0.9384099841117859,0.9387199878692627,0.9294099807739258,0.9384099841117859,0.9384099841117859,0
2023-01-10,0.931689977645874,0.933430016040802,0.929639995098114,0.931689977645874,0.931689977645874,0
2023-01-11,0.931190013885498,0.9322400093078613,0.9280999898910522,0.931190013885498,0.931190013885498,0
2023-01-12,0.928849995136261,0.9312700033187866,0.9226499795913696,0.928849995136261,0.928849995136261,0
2023-01-13,0.9207900166511536,0.927590012550354,0.9201499819755554,0.9207900166511536,0.9207900166511536,0
2023-01-16,0.9238200187683105,0.9257000088691711,0.9194999933242798,0.9238200187683105,0.9238200187683105,0
2023-01-17,0.9233499765396118,0.9270399808883667,0.9200400114059448,0.9233499765396118,0.9233499765396118,0
2023-01-18,0.9265000224113464,0.9287599921226501,0.9187399744987488,0.9265000224113464,0.9265000224113464,0
2023-01-19,0.926110029220581,0.9273899793624878,0.9230999946594238,0.926110029220581,0.926110029220581,0
2023-01-20,0.9230300188064575,0.9255300164222717,0.9211000204086304,0.9230300188064575,0.9230300188064575,0
2023-01-23,0.9204099774360657,0.9218699932098389,0.9157900214195251,0.9203799962997437,0.9203799962997437,0
2023-01-24,0.9196000099182129,0.922569990158081,0.9176999926567078,0.9196000099182129,0.9196000099182129,0
2023-01-25,0.918429970741272,0.9209700226783752,0.9155300259590149,0.918429970741272,0.918429970741272,0
2023-01-26,0.9155799746513367,0.9215199947357178,0.9146999716758728,0.9155799746513367,0.9155799746513367,0
2023-01-27,0.917900025844574,0.9226099848747253,0.9172999858856201,0.917900025844574,0.917900025844574,0
2023-01-30,0.9198399782180786,0.9212700128555298,0.9161700010299683,0.9198399782180786,0.9198399782180786,0
2023-01-31,0.9215999841690063,0.925570011138916,0.9200999736785889,0.9215999841690063,0.9215999841690063,0
2023-02-01,0.9207299947738647,0.9214100241661072,0.9153800010681152,0.9207299947738647,0.9207299947738647,0
2023-02-02,0.9080299735069275,0.918470025062561,0.9068999886512756,0.9080299735069275,0.9080299735069275,0
2023-02-03,0.9169999957084656,0.9249799847602844,0.9140200018882751,0.9169999957084656,0.9169999957084656,0
2023-02-06,0.9267100095748901,0.9329800009727478,0.9258999824523926,0.9267100095748901,0.9267100095748901,0
2023-02-07,0.9319000244140625,0.937250018119812,0.9305790066719055,0.9319000244140625,0.9319000244140625,0
2023-02-08,0.9319900274276733,0.9331099987030029,0.9293500185012817,0.9319900274276733,0.9319900274276733,0
2023-02-09,0.9332000017166138,0.9335700273513794,0.9267500042915344,0.9332000017166138,0.9332000017166138,0
2023-02-10,0.930899977684021,0.9372699856758118,0.930079996585846,0.930899977684021,0.930899977684021,0
2023-02-13,0.9365299940109253,0.9383299946784973,0.9323999881744385,0.9365299940109253,0.9365299940109253,0
2023-02-14,0.9319300055503845,0.933709979057312,0.9260600209236145,0.9319300055503845,0.9319300055503845,0
2023-02-15,0.9314699769020081,0.9375600218772888,0.9307000041007996,0.9314699769020081,0.9314699769020081,0
2023-02-16,0.9352999925613403,0.9384599924087524,0.932640016078949,0.9352999925613403,0.9352999925613403,0
2023-02-17,0.9375799894332886,0.9421700239181519,0.9362000226974487,0.9375799894332886,0.9375799894332886,0
2023-02-20,0.9359400272369385,0.9370700120925903,0.9340999722480774,0.9359400272369385,0.9359400272369385,0
2023-02-21,0.9361000061035156,0.9394199848175049,0.9349600076675415,0.9361000061035156,0.9361000061035156,0
2023-02-22,0.9387900233268738,0.9416999816894531,0.9376000165939331,0.9387900233268738,0.9387900233268738,0
2023-02-23,0.9428799748420715,0.9449999928474426,0.9406999945640564,0.9428799748420715,0.9428799748420715,0
2023-02-24,0.9435700178146362,0.9489700198173523,0.9421300292015076,0.9435700178146362,0.9435700178146362,0
2023-02-27,0.9474400281906128,0.9493499994277954,0.9417399764060974,0.9474400281906128,0.9474400281906128,0
2023-02-28,0.9423999786376953,0.9449700117111206,0.939408004283905,0.9423999786376953,0.9423999786376953,0
2023-03-01,0.9454200267791748,0.9464600086212158,0.9353600144386292,0.9454200267791748,0.9454200267791748,0
2023-03-02,0.9373000264167786,0.9448699951171875,0.9369699954986572,0.9373000264167786,0.9373000264167786,0
2023-03-03,0.9434199929237366,0.9441699981689453,0.9408000111579895,0.9434199929237366,0.9434199929237366,0
2023-03-06,0.941070020198822,0.941349983215332,0.9351199865341187,0.941070020198822,0.941070020198822,0
2023-03-07,0.9355999827384949,0.945930004119873,0.9348999857902527,0.9355999827384949,0.9355999827384949,0
2023-03-08,0.9477999806404114,0.949970006942749,0.9457799792289734,0.9477999806404114,0.9477999806404114,0
