Date,Open,High,Low,Close,Adj Close,Volume
2022-08-09,0.378777,0.379666,0.362936,0.368101,0.368101,4098651206
2022-08-10,0.368080,0.381065,0.360072,0.381065,0.381065,1732723595
2022-08-11,0.381098,0.385110,0.378395,0.380563,0.380563,1088394568
2022-08-12,0.380538,0.380538,0.371483,0.379995,0.379995,923071430
2022-08-13,0.379974,0.386038,0.377452,0.377964,0.377964,590320028
2022-08-14,0.377999,0.390930,0.375888,0.376451,0.376451,754512693
2022-08-15,0.376451,0.384781,0.367961,0.375774,0.375774,1046905199
2022-08-16,0.375666,0.377629,0.368042,0.377237,0.377237,930440616
2022-08-17,0.377227,0.390893,0.369842,0.379707,0.379707,1408497181
2022-08-18,0.379711,0.380862,0.370915,0.370965,0.370965,927786270
2022-08-19,0.370969,0.370969,0.333806,0.335049,0.335049,1645536381
2022-08-20,0.335020,0.342383,0.333622,0.337541,0.337541,848212364
2022-08-21,0.337475,0.348167,0.336499,0.345302,0.345302,835616993
2022-08-22,0.345282,0.345282,0.332524,0.344721,0.344721,1001511240
2022-08-23,0.344734,0.347691,0.333957,0.347092,0.347092,930696331
2022-08-24,0.347074,0.352136,0.339634,0.346145,0.346145,957472562
2022-08-25,0.346179,0.351366,0.344279,0.349497,0.349497,970585823
2022-08-26,0.349464,0.369568,0.333939,0.338370,0.338370,1653482688
2022-08-27,0.338433,0.340249,0.330427,0.335347,0.335347,920820399
2022-08-28,0.335329,0.337161,0.323094,0.323095,0.323095,596573621
2022-08-29,0.323055,0.333797,0.319392,0.333797,0.333797,980137287
2022-08-30,0.333779,0.335482,0.321105,0.326869,0.326869,948448428
2022-08-31,0.326887,0.333613,0.324885,0.327870,0.327870,882676752
2022-09-01,0.327867,0.333194,0.322368,0.333194,0.333194,875126154
2022-09-02,0.333173,0.334934,0.326301,0.331259,0.331259,899373528
2022-09-03,0.331264,0.332557,0.327591,0.329969,0.329969,473116925
2022-09-04,0.329959,0.332526,0.328944,0.331799,0.331799,431905800
2022-09-05,0.331799,0.333235,0.323366,0.332960,0.332960,761048973
2022-09-06,0.332968,0.342620,0.321077,0.322208,0.322208,1337360825
2022-09-07,0.322158,0.338440,0.315938,0.337367,0.337367,1128804315
2022-09-08,0.337337,0.342603,0.329372,0.340245,0.340245,1065222913
2022-09-09,0.340227,0.357560,0.339999,0.357517,0.357517,1487790472
2022-09-10,0.357468,0.361247,0.353009,0.357681,0.357681,851397394
2022-09-11,0.357683,0.359534,0.351761,0.355119,0.355119,650515883
2022-09-12,0.355145,0.359445,0.349269,0.359445,0.359445,1077587297
2022-09-13,0.359464,0.359643,0.332044,0.333692,0.333692,1443625685
2022-09-14,0.332960,0.343893,0.332426,0.342082,0.342082,1227835854
2022-09-15,0.342075,0.342461,0.325600,0.326335,0.326335,1521572444
2022-09-16,0.326384,0.357134,0.323541,0.356688,0.356688,1375977237
2022-09-17,0.356647,0.378888,0.347569,0.377004,0.377004,1621592330
2022-09-18,0.376868,0.396941,0.358114,0.358323,0.358323,2485765138
2022-09-19,0.358337,0.391495,0.341762,0.387073,0.387073,2788638051
2022-09-20,0.386958,0.421521,0.372490,0.415183,0.415183,3912067532
2022-09-21,0.415166,0.428325,0.388009,0.396828,0.396828,3401100359
2022-09-22,0.396538,0.491229,0.394785,0.485101,0.485101,4916275588
2022-09-23,0.485137,0.552283,0.458918,0.507171,0.507171,7798770582
2022-09-24,0.507200,0.515015,0.474019,0.488716,0.488716,3512953969
2022-09-25,0.488732,0.518314,0.478734,0.492627,0.492627,3422191941
2022-09-26,0.492681,0.499861,0.459837,0.467678,0.467678,2916387564
2022-09-27,0.467764,0.485228,0.440310,0.448776,0.448776,2838537511
2022-09-28,0.448636,0.454379,0.419563,0.450672,0.450672,2670489294
